X,Y,OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,SIGNID
-122.363784506906,47.6223474877583,13404,593930,,DIAMOND  A119,JONATHAN DIAMOND,2062843100           ,"401 ELLIOTT AVE W, SEATTLE, WA 98119",432,DIAMOND  A119,,,,,,,,,,,,,,,N,,,
-122.313483943055,47.5890953678098,13405,692204,,DIAMOND PARKING  A319,JONATHAN DIAMOND,2062843100           ,"1530 15TH AVE S, SEATTLE, WA 98144",14,DIAMOND PARKING  A319,,,,,,,,,,,,,,,N,,,
-122.313483943055,47.5890953678098,13406,692204,,DIAMOND PARKING  A319,JONATHAN DIAMOND,2062843100           ,"1530 15TH AVE S, SEATTLE, WA 98144",14,DIAMOND PARKING  A319,,,,,,,,,,,,,,,N,,,
-122.345093239923,47.6486616729835,13407,4559,,U PARK 55,KEN JR PHILLIPS,2062849797           ,"1000 N NORTHLAKE WAY, SEATTLE, WA 98103",25,U PARK 55,,,,,,,,,,,,,,,N,,,
-122.325448924649,47.5963570563987,13408,661553,,DIAMOND PARKING  A398,JONATHAN DIAMOND,2062843100           ,"611 S LANE ST, SEATTLE, WA 98104",24,DIAMOND PARKING  A398,,,,,,,,,,,,,,,N,,,
-122.351582169615,47.6496341060904,13409,4562,,U PARK 58,KEN JR PHILLIPS,2062849797           ,"501 N 34TH ST, SEATTLE, WA 98103",60,U PARK 58,,,,,,,,,,,,,,,N,,,
-122.33235347665,47.5978535199695,13410,536943,,SEAHAWKS STADIUM PARKING   NORTH LOT,PAUL ALLEN,2063817555           ,"201 S KING ST, SEATTLE, WA 98104",1165,SEAHAWKS STADIUM PARKING   NORTH LOT,,,,,,,,,,,,,,,N,,,
-122.29396061304,47.5626017165249,13411,640451,,DIAMOND PARKING  A321,JONATHAN DIAMOND,2062843100           ,"4520 M L KING JR WAY S, SEATTLE, WA 98108",20,DIAMOND PARKING  A321,,,,,,,,,,,,,,,N,,,
-122.338143269333,47.6479036182128,13412,733377,,IMPARK 151,EDWARD DANYLUK,2063811789           ,"1621 N 34TH ST, SEATTLE, WA 98103-9193",312,IMPARK 151,,,,,,,,,,,,,,,N,,,
-122.331648373283,47.6061563734205,13413,521166,,901 5TH AVENUE GARAGE 41775,BILL BEATTIE,2065215984           ,"901 5TH AVE, SEATTLE, WA 98164-2008",243,901 5TH AVENUE GARAGE 41775,,,,,,,,,,,,,,,N,,,
-122.316103572469,47.5490059777121,13414,668483,,REPUBLIC PARKING 30 30 SABEY GEORGETOWN,GARY BECK,2067834144           ,"6020 AIRPORT WAY S, SEATTLE, WA 98108",35,REPUBLIC PARKING 30 30 SABEY GEORGETOWN,,,,,,,,,,,,,,,N,,,
-122.352175471231,47.6207355268573,13415,667049,,THEATER COMMONS LOT 6,X X,2066847236           ,"290 2ND AVE N, SEATTLE, WA 98109",7,THEATER COMMONS LOT 6,,,,,,,,,,,,,,,N,,,
-122.336852530084,47.6127443512374,13416,721316,,DIAMOND PARKING  A279,JONATHAN DIAMOND,2062843100           ,"509 OLIVE WAY, SEATTLE, WA 98101",122,DIAMOND PARKING  A279,,,,,,,,,,,,,,,N,,,
-122.324864048479,47.60866021988,13417,596076,,CABRINI TOWER GARAGE 81115,BILL BEATTIE,2063818552           ,"1010 MARION ST, SEATTLE, WA 98104",386,CABRINI TOWER GARAGE 81115,,,,,,,,,,,,,,,N,,,
-122.322978418948,47.5973333984378,13418,17660,,INTL DIST MERCHANTS  32,MICHAEL OLSON,2066824233           ,"751 S WELLER ST, SEATTLE, WA 98104",13,INTL DIST MERCHANTS  32,,,,,,,,,,,,,,,N,,,
-122.322978418948,47.5973333984378,13419,17660,,INTL DIST MERCHANTS  32,MICHAEL OLSON,2066243426           ,"751 S WELLER ST, SEATTLE, WA 98104",13,INTL DIST MERCHANTS  32,,,,,,,,,,,,,,,N,,,
-122.342505165703,47.6160489670307,13420,548441,,IMPARK  14,EDWARD DANYLUK,2063811789           ,"2230 5TH AVE, SEATTLE, WA 98121",71,IMPARK  14,,,,,,,,,,,,,,,N,,,
-122.279838335154,47.5369142924931,13421,733683,,UNITED PARKING INC 4450,JONATHAN DIAMOND,2062843100           ,"4219 S OTHELLO ST, SEATTLE, WA 98118-3892",85,UNITED PARKING INC 4450,,,,,,,,,,,,,,,N,,,
-122.330986006339,47.5981207240777,13422,735788,,IPM 70 EMBASSY SUITES,JOAN SUNDBERG,2062540811           ,"255 S KING ST, SEATTLE, WA 98104-2832",69,IPM 70 EMBASSY SUITES,,,,,,,,,,,,,,,N,,,
-122.330986006339,47.5981207240777,13423,735785,,IPM 62 HAWK TOWER,JOAN SUNDBERG,2062540811           ,"255 S KING ST, SEATTLE, WA 98104-2832",225,IPM 62 HAWK TOWER,,,,,,,,,,,,,,,N,,,
-122.313730057946,47.6130843489629,13424,653674,,DIAMOND PARKING  A371,JONATHAN DIAMOND,2062843100           ,"1408 E UNION ST, SEATTLE, WA 98122-4131",25,DIAMOND PARKING  A371,,,,,,,,,,,,,,,N,,,
-122.328081416307,47.6072770243025,13425,725609,,DIAMOND PARKING SERVICES A970,JONATHAN DIAMOND,2062843100           ,"901 8TH AVE, SEATTLE, WA 98104",10,DIAMOND PARKING SERVICES A970,,,,,,,,,,,,,,,N,,,
-122.321202350044,47.6237696582729,13426,733676,,UNITED PARKING INC 4446,JONATHAN DIAMOND,2062843100           ,"523 BROADWAY E, SEATTLE, WA 98102",343,UNITED PARKING INC 4446,,,,,,,,,,,,,,,N,,,
-122.34823324196,47.6491216038043,13427,4572,,U PARK 68,KEN JR PHILLIPS,2062849797           ,"737 N 34TH ST, SEATTLE, WA 98103",31,U PARK 68,,,,,,,,,,,,,,,N,,,
-122.333904009883,47.5761937379125,13428,655277,,DIAMOND PARKING  A071,JONATHAN DIAMOND,2062813100           ,"2944 1ST AVE S, SEATTLE, WA 98134",24,DIAMOND PARKING  A071,,,,,,,,,,,,,,,N,,,
-122.333855904368,47.5763893681386,13429,735207,,DIAMOND PARKING SERVICES A684,JONATHAN DIAMOND,2062843100           ,"2942 1ST AVE S, SEATTLE, WA 98134",18,DIAMOND PARKING SERVICES A684,,,,,,,,,,,,,,,N,,,
-122.314405370211,47.6146121356837,13430,681148,,UNITED PARKING  4597,JONATHAN DIAMOND,2062843100           ,"1515 14TH AVE, SEATTLE, WA 98122",76,UNITED PARKING  4597,,,,,,,,,,,,,,,N,,,
-122.30874940766,47.5993823734978,13431,633197,,UNITED PARKING  4545,JONATHAN DIAMOND,2062846303           ,"1800 S JACKSON ST, SEATTLE, WA 98144-2176",51,UNITED PARKING  4545,,,,,,,,,,,,,,,N,,,
-122.346406062705,47.6119302783007,13432,639409,, 30 130 BLANCHARD LOT,GARY BECK,2067834144           ,"50 BLANCHARD ST, SEATTLE, WA 98101",77, 30 130 BLANCHARD LOT,,,,,,,,,,,,,,,N,,,
-122.344678840508,47.6127583202101,13433,594278,,KEY PARK NORTHWEST  86,GERALD FISH,2064438400           ,"105 BLANCHARD ST, SEATTLE, WA 98121",12,KEY PARK NORTHWEST  86,,,,,,,,,,,,,,,N,,,
-122.313975386429,47.6589915226978,13434,52869,,U DISTRICT PARKING LOT 3,,2065277006           ,"4220 BROOKLYN AVE NE, SEATTLE, WA 98105",76,U DISTRICT PARKING LOT 3,,,,,,,,,,,,,,,N,,,
-122.352786823765,47.6179207866279,13435,593896,,DIAMOND PARKING A021,JONATHAN DIAMOND,2062843100           ,"2929 2ND AVE, SEATTLE, WA 98121",28,DIAMOND PARKING A021,,,,,,,,,,,,,,,N,,,
-122.348349969079,47.6129721440367,13436,4606,,U PARK 102,KEN JR PHILLIPS,2319349797           ,"2317 WESTERN AVE, SEATTLE, WA 98121",28,U PARK 102,,,,,,,,,,,,,,,N,,,
-122.338136880208,47.6213110880799,13437,611425,,WESTLAKE & TERRY GARAGE 81394,BILL BEATTIE,2066247040           ,"320 WESTLAKE AVE N, SEATTLE, WA 98109-5232",452,WESTLAKE & TERRY GARAGE 81394,,,,,,,,,,,,,,,N,,,
-122.341998425045,47.6241902612846,13438,642579,,SEATTLE HUB 41853 CHECKING ONLY,BILL BEATTIE,2066247040           ,"530 DEXTER AVE N, SEATTLE, WA 98109-4710",0,SEATTLE HUB 41853 CHECKING ONLY,,,,,,,,,,,,,,,N,,,
-122.332035796898,47.5932139434826,13439,533688,,STADIUM EXHIBITION CENTER GARAGE,PAUL ALLEN,2065551212           ,"1000 OCCIDENTAL AVE S, SEATTLE, WA 98104",2050,STADIUM EXHIBITION CENTER GARAGE,,,,,,,,,,,,,,,N,,,
-122.341349125125,47.6235137436925,13440,733290,,IMPARK 123,EDWARD DANYLUK,2063811789           ,"750 REPUBLICAN ST, SEATTLE, WA 98109",65,IMPARK 123,,,,,,,,,,,,,,,N,,,
-122.325400690971,47.5998442293928,13441,731464,,DIAMOND PARKING SERVICES A676,JONATHAN DIAMOND,2062843100           ,"649 S MAIN ST, SEATTLE, WA 98104",45,DIAMOND PARKING SERVICES A676,,,,,,,,,,,,,,,N,,,
-122.333725948437,47.5867979212415,13442,637115,,DIAMOND PARKING  A994,JONATHAN DIAMOND,2062843100           ,"1746 1ST AVE S, SEATTLE, WA 98134",48,DIAMOND PARKING  A994,,,,,,,,,,,,,,,N,,,
-122.360720888672,47.6237143271743,13443,635156,,DIAMOND PARKING  A043,JONATHAN DIAMOND,2066846303           ,"523 3RD AVE W, SEATTLE, WA 98119",60,DIAMOND PARKING  A043,,,,,,,,,,,,,,,N,,,
-122.328574381666,47.5994093451943,13444,738297,,A691,JONATHAN DIAMOND,2062843100           ,"400 S JACKSON, SEATTLE, WA 98104",30,A691,,,,,,,,,,,,,,,N,,,
-122.31571559857,47.6155417132318,13445,676954,,DIAMOND PARKING  A440,JONATHAN DIAMOND,2062843100           ,"1601 13TH AVE, SEATTLE, WA 98122",14,DIAMOND PARKING  A440,,,,,,,,,,,,,,,N,,,
-122.335534347944,47.6210675079736,13446,713230,,TROYBLOCK 82616,BILL BEATTIE,2063818552           ,"300 BOREN AVE N, SEATTLE, WA 98109-5305",1109,TROYBLOCK 82616,,,,,,,,,,,,,,,N,,,
-122.353609249651,47.6907910772433,13447,721329,,PLATINUM PARKING  BOA   116001,SUSAN HOVER,2064550508           ,"404 N 85TH ST, SEATTLE, WA 98103",36,PLATINUM PARKING  BOA   116001,,,,,,,,,,,,,,,N,,,
-122.354987649067,47.6907706025161,13448,637246,,DIAMOND PARKING  WU65,JONATHAN DIAMOND,2062843100           ,"8500 GREENWOOD AVE N, SEATTLE, WA 98103",43,DIAMOND PARKING  WU65,,,,,,,,,,,,,,,N,,,
-122.354878806558,47.6922617424538,13449,76140,,REPUBLIC PARKING 30 34 NORTH STAR DINER,GARY BECK,2067834144           ,"8580 GREENWOOD AVE N, SEATTLE, WA 98103",189,REPUBLIC PARKING 30 34 NORTH STAR DINER,,,,,,,,,,,,,,,N,,,
-122.356447529196,47.6904642297993,13450,725048,,DIAMOND PARKING WX21,JONATHAN DIAMOND,2062843100           ,"201 N 85TH ST, SEATTLE, WA 98103",12,DIAMOND PARKING WX21,,,,,,,,,,,,,,,N,,,
-122.354438795683,47.6903279585529,13451,732184,,DIAMOND PARKING SERVICES WX43,JONATHAN DIAMOND,2062843100           ,"311 N 85TH ST, SEATTLE, WA 98103",17,DIAMOND PARKING SERVICES WX43,,,,,,,,,,,,,,,N,,,
-122.326989289925,47.6783131223799,13452,593951,,DIAMOND  WU82,JONATHAN DIAMOND,2062843100           ,"6860 E GREEN LAKE WAY N, SEATTLE, WA 98115",18,DIAMOND  WU82,,,,,,,,,,,,,,,N,,,
-122.324317677706,47.6800886077095,13453,680533,,REPUBLIC PARKING 30 070 GREEN LAKE VILLAGE,GARY BECK,2067834144           ,"7104 WOODLAWN AVE NE, SEATTLE, WA 98115",216,REPUBLIC PARKING 30 070 GREEN LAKE VILLAGE,,,,,,,,,,,,,,,N,,,
-122.318279056881,47.6827764143209,13454,625124,,DIAMOND PARKING  WX03,JONATHAN DIAMOND,2062843100           ,"7420 9TH AVE NE, SEATTLE, WA 98115",26,DIAMOND PARKING  WX03,,,,,,,,,,,,,,,N,,,
-122.316752367687,47.6821684552996,13455,690566,,DIAMOND PARKING  WU43,JONATHAN DIAMOND,2062843100           ,"7300 ROOSEVELT AVE NE, SEATTLE, WA 98115",125,DIAMOND PARKING  WU43,,,,,,,,,,,,,,,N,,,
-122.353688077328,47.6685322268513,13456,556117,,WOODLAND PARK ZOO LOT  3,WOODLAND PARK ZOO SOCIETY,2062332503           ,"5500 PHINNEY AVE N, SEATTLE, WA 98103",61,WOODLAND PARK ZOO LOT  3,,,,,,,,,,,,,,,N,,,
-122.353688077328,47.6685322268513,13457,705817,,WOODLAND PARK ZOO,JOAN SUNDBERG,2062540811           ,"5500 PHINNEY AVE N, SEATTLE, WA 98103-5865",0,WOODLAND PARK ZOO,,,,,,,,,,,,,,,N,,,
-122.312656895988,47.6632127401103,13458,52858,,UNIVERSITY DISTRICT PARKING ASSOCS INC,,2065277006           ,"4710 UNIVERSITY WAY NE # 110, SEATTLE, WA 98105",0,UNIVERSITY DISTRICT PARKING ASSOCS INC,,,,,,,,,,,,,,,N,,,
-122.317984194306,47.662721247934,13459,593925,,DIAMOND   WU10,JONATHAN DIAMOND,2062843100           ,"4535 ROOSEVELT WAY NE, SEATTLE, WA 98105",145,DIAMOND   WU10,,,,,,,,,,,,,,,N,,,
-122.318144762992,47.662550681068,13460,593924,,DIAMOND WU09,JONATHAN DIAMOND,2062843100           ,"4550 9TH AVE NE, SEATTLE, WA 98105",31,DIAMOND WU09,,,,,,,,,,,,,,,N,,,
-122.320356362812,47.66157820685,13461,625131,,DIAMOND PARKING  WU19,JONATHAN DIAMOND,2062843100           ,"700 NE 45TH ST, SEATTLE, WA 98105",22,DIAMOND PARKING  WU19,,,,,,,,,,,,,,,N,,,
-122.314571929123,47.6615055191213,13462,742437,,LAZ PARKING NORTHWEST LLC,ALAN LAZOWSKI,8605227641           ,"4507 BROOKLYN AVE NE, SEATTLE, WA 98105",80,LAZ PARKING NORTHWEST LLC,,,,,,,,,,,,,,,N,,,
-122.314538820602,47.6622744266239,13463,52871,,U DISTRICT PARKING LOT 2,,2065277006           ,"4519 BROOKLYN AVE NE, SEATTLE, WA 98105",162,U DISTRICT PARKING LOT 2,,,,,,,,,,,,,,,N,,,
-122.31624036976,47.6618292833651,13464,595353,,DIAMOND  WX11,JONATHAN DIAMOND,2062843100           ,"4510 11TH AVE NE, SEATTLE, WA 98105",73,DIAMOND  WX11,,,,,,,,,,,,,,,N,,,
-122.318735137755,47.6617519113554,13465,625126,,DIAMOND PARKING  WU06,JONATHAN DIAMOND,2062843100           ,"4515 9TH AVE NE, SEATTLE, WA 98105",42,DIAMOND PARKING  WU06,,,,,,,,,,,,,,,N,,,
-122.31624674614,47.6615825749169,13466,690565,,DIAMOND PARKING  WU05,JONATHAN DIAMOND,2062843100           ,"1100 NE 45TH ST, SEATTLE, WA 98115",78,DIAMOND PARKING  WU05,,,,,,,,,,,,,,,N,,,
-122.311675807567,47.6639815036261,13467,737919,,REPUBLIC 30 32 UNIIVERSITY CHRISTIAN CHURCH,GARY BECK,2067834144           ,"4730 15TH AVE NE, SEATTLE, WA 98105",68,REPUBLIC 30 32 UNIIVERSITY CHRISTIAN CHURCH,,,,,,,,,,,,,,,N,,,
-122.30123023941,47.6635531342847,13468,672516,,DIAMOND PARKING  WU75,JONATHAN DIAMOND,2062843100           ,"4715 25TH AVE NE, SEATTLE, WA 98105",39,DIAMOND PARKING  WU75,,,,,,,,,,,,,,,N,,,
-122.311672047862,47.6620756149002,13469,52865,,U DISTRICT PARKING LOT 9,,2065277006           ,"4526 15TH AVE NE, SEATTLE, WA 98105",70,U DISTRICT PARKING LOT 9,,,,,,,,,,,,,,,N,,,
-122.310434924677,47.6626135406069,13470,52868,,UCC,,2065277006           ,"4550 16TH AVE NE, SEATTLE, WA 98105",39,UCC,,,,,,,,,,,,,,,N,,,
-122.386276177844,47.6577886983242,13471,672520,,ELMORE ELECTRIC,JOSEPH WILLIAMS,2062130111           ,"2300 W ELMORE ST, SEATTLE, WA 98199-1245",0,ELMORE ELECTRIC,,,,,,,,,,,,,,,N,,,
-122.386276177844,47.6577886983242,13472,672520,,ELMORE ELECTRIC,JOSEPH WILLIAMS,2065282162           ,"2300 W ELMORE ST, SEATTLE, WA 98199-1245",0,ELMORE ELECTRIC,,,,,,,,,,,,,,,N,,,
-122.350297622716,47.6599497191329,13473,690564,,DIAMOND PARKING  WX04,JONATHAN DIAMOND,2062843100           ,"4333 FREMONT AVE N, SEATTLE, WA 98103",13,DIAMOND PARKING  WX04,,,,,,,,,,,,,,,N,,,
-122.334041986375,47.6611810886266,13474,625127,,DIAMOND PARKING  WU15,JONATHAN DIAMOND,2062843100           ,"1919 N 45TH ST, SEATTLE, WA 98103",33,DIAMOND PARKING  WU15,,,,,,,,,,,,,,,N,,,
-122.316928743319,47.6599827391277,13475,738916,,DIAMOND PARKING SERVICES WX33,JONATHAN DIAMOND,2062843100           ,"4301 11TH AVE NE, SEATTLE, WA 98105",12,DIAMOND PARKING SERVICES WX33,,,,,,,,,,,,,,,N,,,
-122.312410851306,47.6592579168795,13476,651564,,UNIVERSITY BOOK STORE PARKING,TODD MALAN,2066343400           ,"4315 15TH AVE NE, SEATTLE, WA 98105",95,UNIVERSITY BOOK STORE PARKING,,,,,,,,,,,,,,,N,,,
-122.313995253501,47.6593792695424,13477,52860,,U DISTRICT PARKING LOT 3B MANOR,,2065277006           ,"4236 BROOKLYN AVE NE, SEATTLE, WA 98105",22,U DISTRICT PARKING LOT 3B MANOR,,,,,,,,,,,,,,,N,,,
-122.319500867786,47.658829557999,13478,686182,,DIAMOND PARKING  WX01,JONATHAN DIAMOND,2062843100           ,"4244 8TH AVE NE, SEATTLE, WA 98115",9,DIAMOND PARKING  WX01,,,,,,,,,,,,,,,N,,,
-122.317016861108,47.657693916731,13479,637242,,DIAMOND PARKING  WU51,JONATHAN DIAMOND,2062843100           ,"4131 11TH AVE NE, SEATTLE, WA 98105",18,DIAMOND PARKING  WU51,,,,,,,,,,,,,,,N,,,
-122.312909905928,47.6569799650455,13480,596093,,DIAMOND PARKING  WU13,JONATHAN DIAMOND,2062843100           ,"4100 UNIVERSITY WAY NE, SEATTLE, WA 98105",15,DIAMOND PARKING  WU13,,,,,,,,,,,,,,,N,,,
-122.31628967087,47.6597028927816,13481,635362,,DIAMOND PARKING  WU46,JONATHAN DIAMOND,2062843100           ,"4244 11TH AVE NE, SEATTLE, WA 98105",17,DIAMOND PARKING  WU46,,,,,,,,,,,,,,,N,,,
-122.382215546117,47.6482669693988,13482,593933,,DIAMOND  A617,JONATHAN DIAMOND,2062843100           ,"2003 W DRAVUS ST, SEATTLE, WA 98199",78,DIAMOND  A617,,,,,,,,,,,,,,,N,,,
-122.358811970041,47.6488805844578,13483,713345,,DIAMOND PARKING A646,JONATHAN DIAMOND,2062843100           ,"26 W DRAVUS ST, SEATTLE, WA 98119",26,DIAMOND PARKING A646,,,,,,,,,,,,,,,N,,,
-122.3504272034,47.6518392321486,13484,733393,,IMPARK 162,EDWARD DANYLUK,2063811789           ,"3601 FREMONT AVE N, SEATTLE, WA 98103",54,IMPARK 162,,,,,,,,,,,,,,,N,,,
-122.348704345043,47.6506661578338,13485,4540,,U PARK 35,KEN JR PHILLIPS,2062231313           ,"720 N 35TH ST, SEATTLE, WA 98103",25,U PARK 35,,,,,,,,,,,,,,,N,,,
-122.345518482941,47.6491839390525,13486,596094,,DIAMOND PARKING  WU18,JONATHAN DIAMOND,2062843100           ,"936 N 34TH ST, SEATTLE, WA 98103",47,DIAMOND PARKING  WU18,,,,,,,,,,,,,,,N,,,
-122.354893173155,47.6517836734359,13487,4579,,U PARK 75,KEN JR PHILLIPS,2062849797           ,"166 N 35TH ST, SEATTLE, WA 98103",38,U PARK 75,,,,,,,,,,,,,,,N,,,
-122.372827432641,47.6631753731859,13488,728487,,DIAMOND PARKING SERVICES A672,JONATHAN DIAMOND,2062843100           ,"1135 NW LEARY WAY, SEATTLE, WA 98107",30,DIAMOND PARKING SERVICES A672,,,,,,,,,,,,,,,N,,,
-122.351605399023,47.6500820458799,13489,4575,,U PARK 71,KEN JR PHILLIPS,2062231313           ,"470 N 34TH ST, SEATTLE, WA 98103",38,U PARK 71,,,,,,,,,,,,,,,N,,,
-122.346817416506,47.6494246504893,13490,4522,,U PARK 17,KEN JR PHILLIPS,2062849797           ,"900 N 34TH ST, SEATTLE, WA 98103",27,U PARK 17,,,,,,,,,,,,,,,N,,,
-122.341664206053,47.6518584702621,13491,713284,,DIAMOND PARKING WX13,JONATHAN DIAMOND,2062843100           ,"3645 INTERLAKE AVE N, SEATTLE, WA 98103",12,DIAMOND PARKING WX13,,,,,,,,,,,,,,,N,,,
-122.34318223387,47.6514088010387,13492,719290,,DIAMOND PARKING  WX18,JONATHAN DIAMOND,2062843100           ,"3627 STONE WAY N, SEATTLE, WA 98103",25,DIAMOND PARKING  WX18,,,,,,,,,,,,,,,N,,,
-122.342540785359,47.6486758768549,13493,684174,,REPUBLIC PARKING 81 STONE 34,GARY BECK,2067834144           ,"3400 STONE WAY N, SEATTLE, WA 98103",218,REPUBLIC PARKING 81 STONE 34,,,,,,,,,,,,,,,N,,,
-122.323677377162,47.6496466472508,13494,713208,,DIAMOND PARKING  A637,JONATHAN DIAMOND,2062843100           ,"3138 FAIRVIEW AVE E, SEATTLE, WA 98102",31,DIAMOND PARKING  A637,,,,,,,,,,,,,,,N,,,
-122.313731087911,47.6530787811791,13495,677103,,UW SHUTTLE 82005 NO PS,BILL BEATTIE,2063818552           ,"3745 15TH AVE NE, SEATTLE, WA 98105-6710",0,UW SHUTTLE 82005 NO PS,,,,,,,,,,,,,,,N,,,
-122.315595961851,47.6525191267604,13496,76122,,REPUBLIC PARKING  202,GARY BECK,2067834144           ,"1200 NE BOAT ST, SEATTLE, WA 98115",86,REPUBLIC PARKING  202,,,,,,,,,,,,,,,N,,,
-122.316959320595,47.6524564594981,13497,585825,,REPUBLIC PARKING  201,GARY BECK,2067834144           ,"1101 NE BOAT ST, SEATTLE, WA 98105",28,REPUBLIC PARKING  201,,,,,,,,,,,,,,,N,,,
-122.322038867693,47.6516576339812,13498,717278,,REPUBLIC PARKING  146,GARY BECK,2067834144           ,"3275 FUHRMAN AVE E, SEATTLE, WA 98102",173,REPUBLIC PARKING  146,,,,,,,,,,,,,,,N,,,
-122.309667028763,47.6601586069837,13499,690567,,DIAMOND PARKING  WU45,JONATHAN DIAMOND,2062843100           ,"1700 NE 45TH ST, SEATTLE, WA 98115",12,DIAMOND PARKING  WU45,,,,,,,,,,,,,,,N,,,
-122.312397359946,47.6586019780108,13500,76160,,REPUBLIC PARKING  88,GARY BECK,2067834144           ,"1414 NE 42ND ST, SEATTLE, WA 98105",125,REPUBLIC PARKING  88,,,,,,,,,,,,,,,N,,,
-122.322357822023,47.6118056656633,13501,4598,,U PARK 94,KEN JR PHILLIPS,2066245353           ,"1110 BOYLSTON AVE, SEATTLE, WA 98101",98,U PARK 94,,,,,,,,,,,,,,,N,,,
-122.342586815899,47.6290550148831,13502,735380,,DIAMOND PARKING 0628,BOB TURLEY,2064367204           ,"1101 DEXTER AVE N, SEATTLE, WA 98109",406,DIAMOND PARKING 0628,,,,,,,,,,,,,,,N,,,
-122.346242768832,47.6170636949961,13503,733311,, IMPARK 139,EDWARD DANYLUK,2063811789           ,"2514 4TH AVE, SEATTLE, WA 98121",130, IMPARK 139,,,,,,,,,,,,,,,N,,,
-122.352249122337,47.6712265007101,13504,556118,,WOODLAND PARK ZOO LOT  4,WOODLAND PARK ZOO SOCIETY,2062332503           ,"501 N 59TH ST, SEATTLE, WA 98103",195,WOODLAND PARK ZOO LOT  4,,,,,,,,,,,,,,,N,,,
-122.324866605676,47.5996415236189,13505,512914,,INTER*IM,FRANCISCO IRIGON,2066241802           ,"310 MAYNARD AVE S, SEATTLE, WA 98104",0,INTER*IM,,,,,,,,,,,,,,,N,,,
-122.324866605676,47.5996415236189,13506,72560,,INTERIM COMMUNITY DEVELOPMENT ASSOCIATION,,2066241802           ,"310 MAYNARD AVE S, SEATTLE, WA 98104",0,INTERIM COMMUNITY DEVELOPMENT ASSOCIATION,,,,,,,,,,,,,,,N,,,
-122.328008215569,47.6076626860819,13507,646190,,IMPARK  87,EDWARD DANYLUK,2066848484           ,"910 8TH AVE, SEATTLE, WA 98104",210,IMPARK  87,,,,,,,,,,,,,,,N,,,
-122.338136880208,47.6213110880799,13508,596062,,TRICK AND MURRAY LOT 81095,BILL BEATTIE,2063818552           ,"300 WESTLAKE AVE N, SEATTLE, WA 98109-5218",26,TRICK AND MURRAY LOT 81095,,,,,,,,,,,,,,,N,,,
-122.339683396708,47.6337601809664,13509,655406,,IMPARK  102   LAKE UNION BLDG GARAGE,EDWARD DANYLUK,2063811789           ,"1700 WESTLAKE AVE N, SEATTLE, WA 98109",197,IMPARK  102   LAKE UNION BLDG GARAGE,,,,,,,,,,,,,,,N,,,
-122.342682384442,47.6330309756178,13510,740686,,DIAMOND PARKING LOT A700,JONATHAN DIAMOND,2062843100           ,"1515 DEXTER AVE N, SEATTLE, WA 98109-3017",40,DIAMOND PARKING LOT A700,,,,,,,,,,,,,,,N,,,
-122.34171306832,47.6326360447801,13511,625376,,IMPARK  79,EDWARD DANYLUK,2063811789           ,"1505 WESTLAKE AVE N, SEATTLE, WA 98109",445,IMPARK  79,,,,,,,,,,,,,,,N,,,
-122.325071843667,47.6329967413585,13512,717152,,DIAMOND PARKING  A650,JONATHAN DIAMOND,2062843100           ,"1520 EASTLAKE AVE E, SEATTLE, WA 98102",45,DIAMOND PARKING  A650,,,,,,,,,,,,,,,N,,,
-122.368681969141,47.6271706007345,13513,593949,,DIAMOND   A631,JONATHAN DIAMOND,2062843100           ,"904 ELLIOTT AVE W, SEATTLE, WA 98119",86,DIAMOND   A631,,,,,,,,,,,,,,,N,,,
-122.367468679699,47.6262461680478,13514,595167,,DIAMOND PARKING  A370,JONATHAN DIAMOND,2062843100           ,"660 ELLIOTT AVE W, SEATTLE, WA 98119",37,DIAMOND PARKING  A370,,,,,,,,,,,,,,,N,,,
-122.358434336561,47.6259071919595,13515,4584,,U PARK 80,KEN JR PHILLIPS,2062849797           ,"100 W ROY ST, SEATTLE, WA 98109",50,U PARK 80,,,,,,,,,,,,,,,N,,,
-122.357830616541,47.6253060011783,13516,639316,,DIAMOND PARKING  A345,JONATHAN DIAMOND,2062843100           ,"622 1ST AVE W, SEATTLE, WA 98119",150,DIAMOND PARKING  A345,,,,,,,,,,,,,,,N,,,
-122.347047703925,47.6264936249173,13517,595337,,DIAMOND PARKING  A499,JONATHAN DIAMOND,2062843100           ,"800 5TH AVE N, SEATTLE, WA 98109",131,DIAMOND PARKING  A499,,,,,,,,,,,,,,,N,,,
-122.348651994298,47.6256021722064,13518,4612,,U PARK 108,KEN JR PHILLIPS,2066245353           ,"400 ROY ST, SEATTLE, WA 98109",27,U PARK 108,,,,,,,,,,,,,,,N,,,
-122.348503969993,47.6258879244099,13519,4533,,U PARK 28,KEN JR PHILLIPS,2062849797           ,"710 4TH AVE N, SEATTLE, WA 98109",47,U PARK 28,,,,,,,,,,,,,,,N,,,
